,Unnamed: 0,Location,Price,Rooms,Bathrooms,CarPorch,Furnishing,Year,State,Area,UnitType,PropertyType,BuiltUp
8763,20321,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",350000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,1010.0
8764,20323,"Jalan Ipoh, Kuala Lumpur",550000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1011.0
8765,20324,"Bangsar, Kuala Lumpur",818000,2,1,2.0,2.0,2019,Kuala Lumpur,Bangsar,1.0,12.0,1011.0
8766,20326,"Jalan Ipoh, Kuala Lumpur",480000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1011.0
8767,20327,"Jalan Ipoh, Kuala Lumpur",530000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1011.0
8768,20329,"Seputeh, Kuala Lumpur",700000,2,2,1.0,2.0,2019,Kuala Lumpur,Seputeh,1.0,12.0,1011.0
8769,20330,"Jalan Ipoh, Kuala Lumpur",510000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1011.0
8770,20332,"Jalan Ipoh, Kuala Lumpur",510000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1011.0
8771,20338,"Kuchai Lama, Kuala Lumpur",398000,3,2,1.0,2.0,2019,Kuala Lumpur,Kuchai Lama,1.0,12.0,1012.0
8772,20340,"Batu Caves, Kuala Lumpur",720000,3,2,1.0,2.0,2019,Kuala Lumpur,Batu Caves,1.0,15.0,1012.0
8773,20346,"Mont Kiara, Kuala Lumpur",648000,3,2,2.0,2.0,2019,Kuala Lumpur,Mont Kiara,1.0,12.0,1015.0
8774,20349,"Jalan Ipoh, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,15.0,1015.0
8775,20352,"Desa Petaling, Kuala Lumpur",325000,3,2,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,9.0,1016.0
8776,20367,"Cheras, Kuala Lumpur",500000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1018.0
8777,20372,"Segambut, Kuala Lumpur",600000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1018.0
8778,20378,"Segambut, Kuala Lumpur",600000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8779,20380,"Segambut, Kuala Lumpur",650000,2,3,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8780,20381,"Segambut, Kuala Lumpur",640000,3,3,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8781,20382,"Segambut, Kuala Lumpur",695000,3,3,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8782,20384,"Segambut, Kuala Lumpur",629000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8783,20386,"Segambut, Kuala Lumpur",620000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8784,20387,"Segambut, Kuala Lumpur",640000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8785,20389,"Pantai, Kuala Lumpur",750000,3,2,2.0,2.0,2019,Kuala Lumpur,Pantai,1.0,12.0,1019.0
8786,20390,"Segambut, Kuala Lumpur",660000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8787,20391,"Segambut, Kuala Lumpur",635000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8788,20395,"Segambut, Kuala Lumpur",628000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8789,20396,"Segambut, Kuala Lumpur",730000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8790,20397,"Segambut, Kuala Lumpur",615000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8791,20402,"Segambut, Kuala Lumpur",630000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8792,20404,"Segambut, Kuala Lumpur",590000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8793,20405,"Segambut, Kuala Lumpur",620000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8794,20408,"Segambut, Kuala Lumpur",645000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8795,20410,"Segambut, Kuala Lumpur",598000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1019.0
8796,20417,"Cheras, Kuala Lumpur",360000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1020.0
8797,20420,"Jalan Kuching, Kuala Lumpur",538000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1020.0
8798,20422,"Cheras, Kuala Lumpur",388000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1020.0
8799,20423,"Bukit Jalil, Kuala Lumpur",800000,2,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1020.0
8800,20424,"Cheras, Kuala Lumpur",360000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1020.0
8801,20425,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",408000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,1020.0
8802,20426,"Taman Desa, Kuala Lumpur",527000,2,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,12.0,1020.0
8803,20429,"Segambut, Kuala Lumpur",638000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1021.0
8804,20431,"Segambut, Kuala Lumpur",750000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1021.0
8805,20439,"Segambut, Kuala Lumpur",630000,3,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1021.0
8806,20440,"Segambut, Kuala Lumpur",720000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1021.0
8807,20441,"Segambut, Kuala Lumpur",650000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,12.0,1021.0
8808,20446,"Taman Tun Dr Ismail, Kuala Lumpur",850000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Tun Dr Ismail,1.0,15.0,1022.0
8809,20447,"KLCC, Kuala Lumpur",2300000,1,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8810,20448,"KLCC, Kuala Lumpur",2480000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8811,20449,"Segambut, Kuala Lumpur",375000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1023.0
8812,20450,"Setapak, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,1023.0
8813,20451,"KLCC, Kuala Lumpur",2700000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8814,20454,"KLCC, Kuala Lumpur",2600000,1,1,2.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8815,20456,"KLCC, Kuala Lumpur",2500000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8816,20458,"KLCC, Kuala Lumpur",2480000,1,1,2.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8817,20459,"KLCC, Kuala Lumpur",2760000,1,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8818,20463,"KLCC, Kuala Lumpur",2710000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8819,20465,"KLCC, Kuala Lumpur",2810000,1,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8820,20466,"KLCC, Kuala Lumpur",2970000,1,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1023.0
8821,20467,"Jalan Kuching, Kuala Lumpur",338000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1024.0
8822,20468,"Jalan Kuching, Kuala Lumpur",313000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1024.0
8823,20471,"Jalan Kuching, Kuala Lumpur",295000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1024.0
8824,20472,"Jalan Kuching, Kuala Lumpur",315000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1024.0
8825,20474,"Jalan Kuching, Kuala Lumpur",308000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1024.0
8826,20475,"Jalan Kuching, Kuala Lumpur",290000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1024.0
8827,20477,"Sungai Besi, Kuala Lumpur",628000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8828,20478,"Sungai Besi, Kuala Lumpur",625000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8829,20479,"Sungai Besi, Kuala Lumpur",600000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8830,20481,"Sungai Besi, Kuala Lumpur",660000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8831,20482,"Sungai Besi, Kuala Lumpur",650000,3,2,3.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8832,20484,"Sungai Besi, Kuala Lumpur",618000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8833,20485,"Sungai Besi, Kuala Lumpur",660000,2,2,3.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8834,20486,"Sungai Besi, Kuala Lumpur",630000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8835,20487,"Bukit Jalil, Kuala Lumpur",848000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1025.0
8836,20491,"Bukit Jalil, Kuala Lumpur",845000,3,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1025.0
8837,20492,"Sungai Besi, Kuala Lumpur",610000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8838,20494,"Cheras, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1025.0
8839,20495,"Seputeh, Kuala Lumpur",680000,2,2,1.0,2.0,2019,Kuala Lumpur,Seputeh,1.0,12.0,1025.0
8840,20496,"Sungai Besi, Kuala Lumpur",620000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8841,20497,"Sungai Besi, Kuala Lumpur",650000,3,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8842,20498,"KL Sentral, Kuala Lumpur",1129800,3,3,2.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,1025.0
8843,20499,"Sungai Besi, Kuala Lumpur",650000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8844,20501,"Sungai Besi, Kuala Lumpur",640000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8845,20502,"Cheras, Kuala Lumpur",399000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1025.0
8846,20504,"Bukit Jalil, Kuala Lumpur",850000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1025.0
8847,20508,"Bukit Jalil, Kuala Lumpur",868000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1025.0
8848,20510,"Sungai Besi, Kuala Lumpur",780000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8849,20512,"Sungai Besi, Kuala Lumpur",615000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8850,20513,"Bukit Jalil, Kuala Lumpur",850000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1025.0
8851,20515,"Sentul, Kuala Lumpur",420000,3,2,1.0,2.0,2019,Kuala Lumpur,Sentul,1.0,9.0,1025.0
8852,20516,"Sungai Besi, Kuala Lumpur",610000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8853,20518,"Bukit Jalil, Kuala Lumpur",870000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,1025.0
8854,20524,"Sungai Besi, Kuala Lumpur",680000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1025.0
8855,20525,"Kepong, Kuala Lumpur",398000,3,3,2.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,1027.0
8856,20536,"Mont Kiara, Kuala Lumpur",1260000,2,2,1.0,2.0,2019,Kuala Lumpur,Mont Kiara,1.0,15.0,1029.0
8857,20541,"Kepong, Kuala Lumpur",515000,3,2,2.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,1030.0
8858,20543,"Pantai, Kuala Lumpur",440000,3,2,1.0,2.0,2019,Kuala Lumpur,Pantai,1.0,12.0,1030.0
8859,20544,"Kepong, Kuala Lumpur",555000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,1030.0
8860,20545,"Jalan Ipoh, Kuala Lumpur",500000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,15.0,1030.0
8861,20546,"Jalan Ipoh, Kuala Lumpur",419000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,15.0,1030.0
8862,20547,"Kepong, Kuala Lumpur",560000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,1030.0
8863,20548,"KLCC, Kuala Lumpur",1621000,3,2,2.0,2.0,2019,Kuala Lumpur,KLCC,1.0,12.0,1031.0
8864,20549,"Bukit Jalil, Kuala Lumpur",570000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1032.0
8865,20550,"Bukit Jalil, Kuala Lumpur",588000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1032.0
8866,20552,"Bukit Jalil, Kuala Lumpur",560000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1032.0
8867,20553,"Bukit Jalil, Kuala Lumpur",580000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1032.0
8868,20554,"Bukit Jalil, Kuala Lumpur",620000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1032.0
8869,20557,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",370000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,1032.0
8870,20558,"Bukit Jalil, Kuala Lumpur",655000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1032.0
8871,20562,"Wangsa Maju, Kuala Lumpur",859096,2,2,2.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,12.0,1033.0
8872,20565,"Wangsa Maju, Kuala Lumpur",863696,2,2,2.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,12.0,1033.0
8873,20567,"KL Sentral, Kuala Lumpur",1350000,1,2,1.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,1033.0
8874,20569,"Jalan Ipoh, Kuala Lumpur",345000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1033.0
8875,20573,"Jalan Ipoh, Kuala Lumpur",350000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1033.0
8876,20574,"Desa ParkCity, Kuala Lumpur",1080000,2,1,2.0,2.0,2019,Kuala Lumpur,Desa ParkCity,1.0,12.0,1034.0
8877,20575,"Desa ParkCity, Kuala Lumpur",1150000,2,1,2.0,2.0,2019,Kuala Lumpur,Desa ParkCity,1.0,12.0,1034.0
8878,20576,"Desa ParkCity, Kuala Lumpur",1100000,2,1,2.0,2.0,2019,Kuala Lumpur,Desa ParkCity,1.0,12.0,1034.0
8879,20577,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",730000,2,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,1034.0
8880,20578,"Desa ParkCity, Kuala Lumpur",1100000,2,1,1.0,2.0,2019,Kuala Lumpur,Desa ParkCity,1.0,12.0,1034.0
8881,20582,"Desa ParkCity, Kuala Lumpur",1100000,2,1,2.0,2.0,2019,Kuala Lumpur,Desa ParkCity,1.0,12.0,1036.0
8882,20583,"Bandar Menjalara, Kuala Lumpur",428000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,12.0,1036.0
8883,20587,"Jalan Ipoh, Kuala Lumpur",598000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1037.0
8884,20588,"Jalan Ipoh, Kuala Lumpur",550000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Ipoh,1.0,12.0,1037.0
8885,20591,"Mont Kiara, Kuala Lumpur",690000,2,2,2.0,2.0,2019,Kuala Lumpur,Mont Kiara,1.0,12.0,1038.0
8886,20592,"Mont Kiara, Kuala Lumpur",690000,2,2,2.0,2.0,2019,Kuala Lumpur,Mont Kiara,1.0,12.0,1038.0
8887,20594,"Setapak, Kuala Lumpur",500000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,1040.0
8888,20596,"Cheras, Kuala Lumpur",600000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1040.0
8889,20600,"Setapak, Kuala Lumpur",490000,3,2,2.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,1040.0
8890,20601,"Setapak, Kuala Lumpur",510000,3,2,2.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,1040.0
8891,20604,"Mont Kiara, Kuala Lumpur",1228380,2,2,1.0,2.0,2019,Kuala Lumpur,Mont Kiara,1.0,15.0,1041.0
8892,20605,"Mont Kiara, Kuala Lumpur",1197000,2,2,1.0,2.0,2019,Kuala Lumpur,Mont Kiara,1.0,15.0,1041.0
8893,20607,"Salak Selatan, Kuala Lumpur",638000,3,3,2.0,2.0,2019,Kuala Lumpur,Salak Selatan,1.0,15.0,1041.0
8894,20608,"Sungai Besi, Kuala Lumpur",450000,2,3,1.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,12.0,1042.0
8895,20610,"Sungai Besi, Kuala Lumpur",480000,3,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,12.0,1042.0
8896,20612,"Sungai Besi, Kuala Lumpur",488000,3,2,1.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,12.0,1042.0
8897,20614,"Jalan Kuching, Kuala Lumpur",380000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,9.0,1043.0
8898,20616,"Bukit Jalil, Kuala Lumpur",450000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,1043.0
8899,20622,"Taman Desa, Kuala Lumpur",580000,2,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,12.0,1044.0
8900,20623,"Sungai Besi, Kuala Lumpur",520000,3,2,1.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,12.0,1044.0
8901,20625,"Sungai Besi, Kuala Lumpur",630000,3,2,1.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,12.0,1044.0
8902,20628,"Cheras, Kuala Lumpur",528000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1044.0
8903,20629,"Taman Desa, Kuala Lumpur",519000,2,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,12.0,1044.0
8904,20630,"Bukit Jalil, Kuala Lumpur",429000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,1044.0
8905,20633,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",460000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,1044.0
8906,20635,"KLCC, Kuala Lumpur",1130000,2,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1044.0
8907,20638,"Sungai Besi, Kuala Lumpur",660000,2,2,2.0,2.0,2019,Kuala Lumpur,Sungai Besi,1.0,15.0,1045.0
8908,20640,"Sri Petaling, Kuala Lumpur",390000,3,2,1.0,2.0,2019,Kuala Lumpur,Sri Petaling,1.0,12.0,1045.0
8909,20641,"Sri Petaling, Kuala Lumpur",379000,3,2,1.0,2.0,2019,Kuala Lumpur,Sri Petaling,1.0,12.0,1045.0
8910,20643,"Bukit Jalil, Kuala Lumpur",480000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,1045.0
8911,20644,"Brickfields, Kuala Lumpur",700000,2,2,1.0,2.0,2019,Kuala Lumpur,Brickfields,1.0,12.0,1045.0
8912,20652,"KLCC, Kuala Lumpur",2300000,1,1,2.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1046.0
8913,20656,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",790000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,1048.0
8914,20658,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",730000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,1048.0
8915,20662,"Segambut, Kuala Lumpur",340000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1049.0
8916,20663,"Segambut, Kuala Lumpur",385000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1049.0
8917,20666,"Segambut, Kuala Lumpur",370000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1049.0
8918,20675,"Jalan Kuching, Kuala Lumpur",450000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8919,20676,"Cheras, Kuala Lumpur",490000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1050.0
8920,20677,"Jalan Kuching, Kuala Lumpur",455000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8921,20678,"Jalan Kuching, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8922,20679,"Jalan Kuching, Kuala Lumpur",415000,3,2,2.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8923,20683,"Setapak, Kuala Lumpur",385000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,1050.0
8924,20684,"Cheras, Kuala Lumpur",598000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1050.0
8925,20685,"Segambut, Kuala Lumpur",350000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1050.0
8926,20686,"Segambut, Kuala Lumpur",370000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1050.0
8927,20687,"Kepong, Kuala Lumpur",469000,3,2,2.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,1050.0
8928,20689,"Jalan Kuching, Kuala Lumpur",419999,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8929,20690,"Jalan Kuching, Kuala Lumpur",470000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8930,20691,"Bukit Jalil, Kuala Lumpur",508000,3,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1050.0
8931,20693,"Jalan Kuching, Kuala Lumpur",480000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8932,20695,"Pantai, Kuala Lumpur",440000,3,2,1.0,2.0,2019,Kuala Lumpur,Pantai,1.0,12.0,1050.0
8933,20696,"Cheras, Kuala Lumpur",470000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1050.0
8934,20697,"KLCC, Kuala Lumpur",2150000,2,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1050.0
8935,20698,"Jalan Kuching, Kuala Lumpur",420000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8936,20704,"Bukit Jalil, Kuala Lumpur",600000,3,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1050.0
8937,20707,"Bukit Jalil, Kuala Lumpur",555000,3,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1050.0
8938,20708,"Cheras, Kuala Lumpur",450000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,16.0,1050.0
8939,20709,"Ampang, Kuala Lumpur",860000,3,2,1.0,2.0,2019,Kuala Lumpur,Ampang,1.0,15.0,1050.0
8940,20710,"Jalan Kuching, Kuala Lumpur",490000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,12.0,1050.0
8941,20716,"Bukit Jalil, Kuala Lumpur",550000,3,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,1050.0
8942,20717,"Cheras, Kuala Lumpur",370000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,1050.0
8943,20724,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",425000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,9.0,1050.0
8944,20727,"Segambut, Kuala Lumpur",370000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,1052.0
8945,20728,"Bangsar, Kuala Lumpur",1200000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar,1.0,12.0,1052.0
8946,20730,"Bukit Jalil, Kuala Lumpur",450000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,1053.0
8947,20731,"Cheras, Kuala Lumpur",660000,3,3,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,1054.0
8948,20733,"Cheras, Kuala Lumpur",665000,3,3,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,1054.0
8949,20740,"KLCC, Kuala Lumpur",980000,2,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1055.0
8950,20749,"KLCC, Kuala Lumpur",2000000,3,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,1055.0
8951,20750,"Cheras, Kuala Lumpur",1000620,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,1055.0
8952,20753,"Desa ParkCity, Kuala Lumpur",850000,2,2,1.0,2.0,2019,Kuala Lumpur,Desa ParkCity,1.0,12.0,1056.0
